type;sourceName;sourceVersion;device;unit;creationDate;startDate;endDate;value
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94a00>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 09:28:22 -0400;2017-05-05 09:25:03 -0400;2017-05-05 09:26:03 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94960>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 09:29:05 -0400;2017-05-05 09:27:40 -0400;2017-05-05 09:28:40 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94870>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 09:30:26 -0400;2017-05-05 09:28:40 -0400;2017-05-05 09:29:40 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c947d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 09:44:35 -0400;2017-05-05 09:40:41 -0400;2017-05-05 09:41:41 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c946e0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 11:12:26 -0400;2017-05-05 11:08:53 -0400;2017-05-05 11:09:53 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c945f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 11:28:04 -0400;2017-05-05 11:23:14 -0400;2017-05-05 11:24:14 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c945a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 11:28:04 -0400;2017-05-05 11:24:14 -0400;2017-05-05 11:25:14 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94500>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 11:28:04 -0400;2017-05-05 11:25:14 -0400;2017-05-05 11:26:14 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c944b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 11:28:04 -0400;2017-05-05 11:26:15 -0400;2017-05-05 11:27:15 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94280>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 12:31:26 -0400;2017-05-05 12:26:19 -0400;2017-05-05 12:27:19 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c942d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 12:31:26 -0400;2017-05-05 12:27:19 -0400;2017-05-05 12:28:19 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94230>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 12:31:26 -0400;2017-05-05 12:30:14 -0400;2017-05-05 12:31:14 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c94190>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 12:32:28 -0400;2017-05-05 12:31:14 -0400;2017-05-05 12:32:14 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c940f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 13:00:13 -0400;2017-05-05 12:56:55 -0400;2017-05-05 12:57:55 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93f10>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-05 13:00:13 -0400;2017-05-05 12:57:55 -0400;2017-05-05 12:58:55 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93e70>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-06 08:10:40 -0400;2017-05-06 08:02:43 -0400;2017-05-06 08:03:43 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93d80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-06 09:45:28 -0400;2017-05-06 09:39:24 -0400;2017-05-06 09:40:24 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93c40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-06 14:16:29 -0400;2017-05-06 14:12:16 -0400;2017-05-06 14:13:16 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93d30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 05:35:23 -0400;2017-05-07 05:29:55 -0400;2017-05-07 05:30:55 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93c90>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 06:04:13 -0400;2017-05-07 05:58:45 -0400;2017-05-07 05:59:45 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93a60>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 06:33:54 -0400;2017-05-07 06:29:47 -0400;2017-05-07 06:30:47 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c939c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 06:33:54 -0400;2017-05-07 06:30:47 -0400;2017-05-07 06:31:47 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93880>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 06:56:06 -0400;2017-05-07 06:54:13 -0400;2017-05-07 06:55:13 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93560>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 06:56:19 -0400;2017-05-07 06:55:13 -0400;2017-05-07 06:56:13 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93600>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 07:09:59 -0400;2017-05-07 07:05:22 -0400;2017-05-07 07:06:22 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93380>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 09:21:03 -0400;2017-05-07 09:18:39 -0400;2017-05-07 09:19:39 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c932e0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 10:40:55 -0400;2017-05-07 10:32:41 -0400;2017-05-07 10:33:41 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93240>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-07 16:00:05 -0400;2017-05-07 15:54:59 -0400;2017-05-07 15:55:59 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93290>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 08:10:05 -0400;2017-05-08 08:04:54 -0400;2017-05-08 08:05:54 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93100>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 08:10:05 -0400;2017-05-08 08:05:54 -0400;2017-05-08 08:06:54 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93510>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 08:44:23 -0400;2017-05-08 08:41:58 -0400;2017-05-08 08:42:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c933d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 08:44:23 -0400;2017-05-08 08:42:58 -0400;2017-05-08 08:43:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92f20>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 09:49:16 -0400;2017-05-08 09:45:10 -0400;2017-05-08 09:46:10 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c930b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 09:53:11 -0400;2017-05-08 09:50:11 -0400;2017-05-08 09:51:11 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c93010>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:16:59 -0400;2017-05-08 10:14:56 -0400;2017-05-08 10:15:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92d90>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:17:02 -0400;2017-05-08 10:15:56 -0400;2017-05-08 10:16:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92c50>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:17:58 -0400;2017-05-08 10:16:56 -0400;2017-05-08 10:17:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92ed0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:19:00 -0400;2017-05-08 10:17:56 -0400;2017-05-08 10:18:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92e30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:19:59 -0400;2017-05-08 10:18:56 -0400;2017-05-08 10:19:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286810>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:20:57 -0400;2017-05-08 10:19:56 -0400;2017-05-08 10:20:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286770>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:22:02 -0400;2017-05-08 10:20:56 -0400;2017-05-08 10:21:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c52866d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:22:59 -0400;2017-05-08 10:21:56 -0400;2017-05-08 10:22:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286630>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:23:58 -0400;2017-05-08 10:22:56 -0400;2017-05-08 10:23:56 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286590>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:25:12 -0400;2017-05-08 10:24:07 -0400;2017-05-08 10:25:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c52864f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:26:08 -0400;2017-05-08 10:25:07 -0400;2017-05-08 10:26:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286450>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:27:09 -0400;2017-05-08 10:26:07 -0400;2017-05-08 10:27:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286400>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:28:08 -0400;2017-05-08 10:27:07 -0400;2017-05-08 10:28:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286360>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:29:09 -0400;2017-05-08 10:28:07 -0400;2017-05-08 10:29:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c52862c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:30:08 -0400;2017-05-08 10:29:07 -0400;2017-05-08 10:30:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286220>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:31:10 -0400;2017-05-08 10:30:07 -0400;2017-05-08 10:31:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286130>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:32:08 -0400;2017-05-08 10:31:07 -0400;2017-05-08 10:32:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5286090>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:33:10 -0400;2017-05-08 10:32:07 -0400;2017-05-08 10:33:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285ff0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:34:11 -0400;2017-05-08 10:33:07 -0400;2017-05-08 10:34:07 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285f50>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:36:14 -0400;2017-05-08 10:34:58 -0400;2017-05-08 10:35:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285eb0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:37:00 -0400;2017-05-08 10:35:58 -0400;2017-05-08 10:36:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285e10>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:38:11 -0400;2017-05-08 10:36:58 -0400;2017-05-08 10:37:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285d70>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:39:12 -0400;2017-05-08 10:37:58 -0400;2017-05-08 10:38:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285cd0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:40:11 -0400;2017-05-08 10:38:58 -0400;2017-05-08 10:39:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285c30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:41:10 -0400;2017-05-08 10:39:58 -0400;2017-05-08 10:40:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285b90>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:42:01 -0400;2017-05-08 10:40:58 -0400;2017-05-08 10:41:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285af0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:43:00 -0400;2017-05-08 10:41:58 -0400;2017-05-08 10:42:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c5285a50>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:44:04 -0400;2017-05-08 10:42:58 -0400;2017-05-08 10:43:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c52859b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:45:02 -0400;2017-05-08 10:43:58 -0400;2017-05-08 10:44:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c929d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:46:01 -0400;2017-05-08 10:44:58 -0400;2017-05-08 10:45:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c927a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:47:00 -0400;2017-05-08 10:45:58 -0400;2017-05-08 10:46:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c924d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:48:11 -0400;2017-05-08 10:46:58 -0400;2017-05-08 10:47:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92660>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:49:10 -0400;2017-05-08 10:47:58 -0400;2017-05-08 10:48:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c926b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:50:11 -0400;2017-05-08 10:48:58 -0400;2017-05-08 10:49:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92520>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:51:03 -0400;2017-05-08 10:49:58 -0400;2017-05-08 10:50:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c927f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:52:11 -0400;2017-05-08 10:50:58 -0400;2017-05-08 10:51:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92390>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:53:10 -0400;2017-05-08 10:51:58 -0400;2017-05-08 10:52:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92160>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:54:12 -0400;2017-05-08 10:52:58 -0400;2017-05-08 10:53:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91da0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:55:03 -0400;2017-05-08 10:53:58 -0400;2017-05-08 10:54:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92020>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:56:06 -0400;2017-05-08 10:54:58 -0400;2017-05-08 10:55:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92110>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:57:10 -0400;2017-05-08 10:55:58 -0400;2017-05-08 10:56:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91cb0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:58:12 -0400;2017-05-08 10:56:58 -0400;2017-05-08 10:57:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92250>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 10:59:03 -0400;2017-05-08 10:57:58 -0400;2017-05-08 10:58:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91d00>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:00:02 -0400;2017-05-08 10:58:58 -0400;2017-05-08 10:59:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c92070>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:01:03 -0400;2017-05-08 10:59:58 -0400;2017-05-08 11:00:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91940>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:02:02 -0400;2017-05-08 11:00:58 -0400;2017-05-08 11:01:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91b20>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:03:11 -0400;2017-05-08 11:01:58 -0400;2017-05-08 11:02:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91a80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:04:09 -0400;2017-05-08 11:02:58 -0400;2017-05-08 11:03:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91a30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:05:00 -0400;2017-05-08 11:03:58 -0400;2017-05-08 11:04:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91990>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:06:12 -0400;2017-05-08 11:04:58 -0400;2017-05-08 11:05:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c91b70>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:07:11 -0400;2017-05-08 11:05:58 -0400;2017-05-08 11:06:58 -0400;1
HKQuantityTypeIdentifierAppleExerciseTime;Omair’s Apple Watch;3.1.3;<<HKDevice: 0x1c0c916c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch2,4, software:3.1.3>;min;2017-05-08 11:08:12 -0400;2017-05-08 11:06:58 -0400;2017-05-08 11:07:58 -0400;1
